,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,RestaurantsTakeOut,DriveThru,RestaurantsAttire,BYOBCorkage,BusinessAcceptsBitcoin,HasTV,RestaurantsGoodForGroups,NoiseLevel,GoodForDancing,Caters,WheelchairAccessible,Smoking,BYOB,WiFi,HappyHour,DogsAllowed,ByAppointmentOnly,BusinessAcceptsCreditCards,GoodForKids,CoatCheck,RestaurantsPriceRange2,BikeParking,Alcohol,RestaurantsDelivery,OutdoorSeating,RestaurantsReservations,RestaurantsTableService,Corkage
32940,bXrQejeR66IwebuhxPS7GA,Metropulos Fine Foods,216 E Yanonali St,Santa Barbara,CA,93101,34.4164748,-119.6894223,4.5,323,"Restaurants, Delis, Food, Specialty Food, Grocery, Sandwiches",True,,u'casual',,False,False,False,u'average',,True,True,,False,u'no',,False,,True,True,,2,True,u'beer_and_wine',True,None,False,False,True
32957,quLvdiaBMaLG3enWfWHKgQ,duo events,614 E Haley,Santa Barbara,CA,93103,34.4234555,-119.6881324,5.0,12,"Specialty Food, Food",,,,,,,,,,True,,,,,,,,True,,,2,,,,,,,
32964,Vs1GKzhgYLBthayVNuIbGA,La Rumba Bar and Grill,3435 State St,Santa Barbara,CA,93105,34.4399905,-119.7380194,3.0,13,"Dance Clubs, Karaoke, Nightlife, Restaurants, Bars, American (New), Mexican",True,,u'casual',,,True,True,u'average',True,False,,u'outdoor',,u'free',True,,,True,,False,2,True,u'full_bar',False,False,True,True,
32970,QfXEdQpBojorGinfCnrKTA,Subway,609 N Milpas St,Santa Barbara,CA,93103,34.4273816,-119.687148,2.5,17,"Sandwiches, Restaurants, Fast Food, Breakfast & Brunch",True,,'casual',,False,False,True,'average',,True,True,,,'no',,,,True,True,,1,True,'none',True,True,False,False,
32972,oS02owt-XB2RtDbogYyn-A,The Coffee Bean & Tea Leaf,3052 De La Vina,Santa Barbara,CA,93105,34.4401036,-119.7293429,3.5,50,"Food, Coffee & Tea, Restaurants",True,,,,,,,,,True,,,,u'free',,,,True,,,1,True,,True,True,,,
32981,VciWUuWgNshjkRDPHiFCoQ,Subway,"3967 State St Space 4, Space 4",Santa Barbara,CA,93105,34.438709273,-119.7518459083,3.5,8,"Sandwiches, Breakfast & Brunch, Restaurants, Fast Food",True,,u'casual',,False,False,True,,,True,True,,,'free',,,,True,True,,1,True,'none',True,True,False,False,
33004,vWlIfPQnFXSayqoRxjjmBg,Continental Liquors,"290 Storke Rd, Ste C",Goleta,CA,93117,34.4285096,-119.8686816,4.0,10,"Food, Beer, Wine & Spirits",None,,,,,,,,,,,,,,,,,True,,,2,,,True,,,,
33011,YG-nydGJ86c17UGBlrv6_w,SOS Liquor,956 Embarcadero Del Norte,Isla Vista,CA,93117,34.4115552,-119.8550772,2.5,11,"Beer, Wine & Spirits, Food",,,,,,,,,,,,,,,,,,True,,,3,,,,,,,
33021,U897DhJaaa3qyr1PVjxfWQ,Georgia's Smokehouse,3400 Calle Real,Santa Barbara,CA,93105,34.430073,-119.736277,3.5,44,"Barbeque, Food Trucks, Restaurants, Caterers, Event Planning & Services, Food",True,,u'casual',,,False,True,u'average',,True,,,,u'no',,,,True,True,,2,True,u'none',True,True,False,,
33025,MPlbo6VSQkmPVDWkcHG8Jg,The Vitamin Shoppe,6900 Hollister Ave,Goleta,CA,93117,34.4304879,-119.870094,3.5,9,"Health & Medical, Health Markets, Vitamins & Supplements, Drugstores, Food, Shopping, Specialty Food",,,,,,,,,,,,,,,,,,True,,,2,True,,,,,,
33034,hrEtM0WMgwhv19mzVnKiJQ,Magic Pita Cafe,5 W Haley St,Santa Barbara,CA,93101,34.4164797,-119.6956151,4.0,26,"Restaurants, Food, Cafes, Mediterranean, Middle Eastern",True,,u'casual',,,False,False,u'average',,,,,,u'no',,,,True,True,,1,,u'none',,True,None,,
33043,3czlT5lRF9uKmGZ2rknJqA,Santa Barbara Tamales To Go,20 E Cota St,Santa Barbara,CA,93101,34.4365924,-119.6920363,4.5,8,"Restaurants, Mexican",,,,,,,True,,,True,,,,,,,,True,,,2,,,True,,,,
33074,4haTJpBzX-7ilN77LWAIDw,California Crisp Cafe,718 State St,Santa Barbara,CA,93101,34.4192729,-119.698435,3.5,10,"Pizza, Sandwiches, Restaurants",True,,u'casual',,,,True,,,,,,,,,,,True,True,,2,,,,True,False,,
33087,AQw0B8j9QV1RkFLLFiwkuw,Esau's Cafe,507 Linden Ave,Carpinteria,CA,93013,34.3964449,-119.5217437,4.0,329,"Burgers, American (New), Diners, Breakfast & Brunch, Fish & Chips, Restaurants",True,False,'casual',,,True,True,u'average',,False,True,,,u'free',False,True,,True,True,,2,True,'beer_and_wine',False,True,False,True,
33099,1ONK4BD8Fuh1mfBCrB2aOQ,Crazy Jim's Tacos Y Más,505 State St,Santa Barbara,CA,93101,34.4168018,-119.695883,4.0,17,"Tex-Mex, Mexican, Tacos, Restaurants",True,,,,,True,True,,,True,True,,False,u'free',,,,True,,,,True,u'full_bar',True,True,,True,False
33160,2rv-W-PBYciHvOhruq8rlg,Java Jones,"6560 Pardall Rd, Ste C",Goleta,CA,93117,34.4131367,-119.8566165,3.5,15,"Restaurants, Coffee & Tea, Food",,,,,,,,,,,,,,'free',,,,True,,,1,,,,True,,,
33210,ALMuGwPnbAVc4SIbcmQmcA,Santa Barbara Bay Cafe,131 Anacapa St,Santa Barbara,CA,93101,34.4149049,-119.6902891,3.5,10,"Seafood, Restaurants",True,,u'casual',,,,True,,,,,,,,,,,True,True,,2,,u'full_bar',False,True,True,,
33274,jWgZRpdHy8csA1sUz1auSw,Daniel's Bakery and Mexican Food,2714 De La Vina St,Santa Barbara,CA,93105,34.4360248,-119.7254785,3.5,23,"Bakeries, Mexican, Restaurants, Food",,,,,,True,,,,,,,,,,,,True,,,1,,,,,,,
33315,Nbht3URjeV94507do0goEw,Pressed,"651 Paseo Nuevo, Ste 305",Santa Barbara,CA,93101,34.4189924525,-119.7000565007,4.5,111,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Convenience Stores, Vegan, Food, Health Markets, Specialty Food, Restaurants",True,,,,,,,,,False,,,,'no',,,,True,,,2,True,,True,,,,
33346,b0TBL7gSg2mduoFDgFQHoA,El Taco Tequila Taqueria,14 E Cota St,Santa Barbara,CA,93101,34.4181072,-119.6963444,3.5,31,"Restaurants, Mexican",True,,u'casual',,,False,True,u'average',,,,,,u'no',True,,,True,False,,2,,u'full_bar',False,True,False,,
33363,0t1pU_Ky3Jvgq5Ya_OC1pA,Les Marchands Restaurant & Wine Shop,"131 Anacapa St, Ste B",Santa Barbara,CA,93101,34.4144445,-119.6906718,4.5,207,"Nightlife, Beer, Wine & Spirits, Event Planning & Services, Bars, Food, Venues & Event Spaces, American (New), Wine Bars, Restaurants",False,,'casual',,,,True,u'average',False,,True,,,u'free',True,True,,True,False,,2,True,u'full_bar',False,True,True,True,
33409,d1sY9JkgkGt3_P2fWZ2eFw,Apero,532 State St,Santa Barbara,CA,93109,34.4174763,-119.6960563,4.5,15,"Burgers, Restaurants, Tapas Bars, Belgian, Bars, Food, Beer, Wine & Spirits, Nightlife",True,False,u'casual',,,True,True,u'quiet',False,,,u'no',,u'free',True,,,True,False,True,2,True,u'full_bar',False,False,True,True,
33441,mNmUN0HghVFeAYTJ5GwxoA,IHOP,1114 Casitas Pass Rd,Carpinteria,CA,93013,34.39606,-119.51262,2.5,49,"Restaurants, Breakfast & Brunch, American (New), American (Traditional), Burgers",True,False,u'casual',,,False,True,u'average',,False,,,,u'no',False,,False,True,True,False,2,True,u'none',True,False,False,,
33443,bvULUymFuaL_4Az8Vyxalg,Fosters Freeze,5205 Carpinteria Ave,Carpinteria,CA,93013,34.3970391,-119.51646,2.5,66,"Ice Cream & Frozen Yogurt, Burgers, Restaurants, Food, American (Traditional)",True,False,'casual',,,True,True,,,,,,,u'no',,,,True,True,,1,True,'none',False,True,False,True,
33453,OJ9DJLWvQV0h-ZU07QEKag,Gelato n More,1222 State St,Santa Barbara,CA,93101,34.4241109,-119.7050551,4.0,126,"Coffee & Tea, Gelato, Food, Ice Cream & Frozen Yogurt",True,,,,,,,,,,,,,u'no',,,,True,,,2,True,,,False,,,
33464,W7zCBDLFv13fDzRXJefrrA,Mayo's Carniceria & Tacos,2704 De La Vina St,Santa Barbara,CA,93105,34.43585,-119.725304,3.5,34,"Mexican, Restaurants",True,,u'casual',,,True,False,,,False,,,,u'no',,,,True,True,,1,False,,False,False,False,,
33475,zVwnTKz7JIOoN-MbbQMzYA,Eat This Shoot That!,200 Stearns Wharf,Santa Barbara,CA,93101,34.409215,-119.685157,5.0,80,"Wine Tours, Food Tours, Tours, Restaurants, Food, Arts & Entertainment, Hotels & Travel, Walking Tours",,,,,,,,u'quiet',,,,,,,,,,True,,,,,,False,,True,,
33601,hfN0fllM3m2jykAgToRTlQ,Mezza Thyme,20 E Cota St,Santa Barbara,CA,93101,34.4182246,-119.696015,5.0,46,"Mediterranean, Bars, Restaurants, Nightlife",True,,,,,False,,,,,,,,,,False,,True,,,,,u'full_bar',True,None,False,,
33602,NmJX_LZ7ShIZqspI31RVZA,Starbucks,1046 - A Coast Village Rd,Santa Barbara,CA,93108,34.421735,-119.650254,3.5,85,"Food, Coffee & Tea",True,,,,,,,u'average',,False,,,,u'free',,True,,True,,,1,True,,,True,,,
33616,Z4wmhciKWboy1FJKeqcw5w,Draughtsmen Aleworks Taproom at Mosaic Locale,1131 State St,Santa Barbara,CA,93103,34.422925,-119.704424,4.5,15,"Food, Breweries",True,,,,,,,u'average',,,True,,,,True,True,,True,,,,True,,,,,,
33652,4VW4_ghjdYw0Wl40Voa9cw,Delgado's Mexican Foods,4401 Carpinteria Ave,Carpinteria,CA,93013,34.4021141,-119.529771,3.5,236,"Restaurants, Nightlife, Mexican, Bars, Breakfast & Brunch",True,,u'casual',,,False,True,u'average',,True,True,,True,'no',,,,True,True,,2,True,u'full_bar',True,True,True,True,True
33744,Btm9ODncqCqYsnpawaHioA,Tyger Tyger,121 E Yanonali St,Santa Barbara,CA,93101,34.4158054,-119.689906,4.0,167,"Restaurants, Asian Fusion",True,,,,,False,True,,,,True,,,,,True,,True,,,2,,u'beer_and_wine',True,True,False,,
33792,AmAc0eD6lyVyb7QdOAO1Mg,Soho Restaurant & Music Club,"1221 State St, Ste 205",Santa Barbara,CA,93101,34.4237983504,-119.705293234,3.5,138,"Music Venues, Bars, Nightlife, Arts & Entertainment, Restaurants, American (Traditional)",True,,u'casual',,False,True,True,u'loud',,False,,,,u'no',,,,True,False,,2,True,u'full_bar',False,True,True,,
33848,yEmEDomLUofVtbZoUeFV5g,The Daily Grind Coffee & Tea Station,2001 De La Vina St,Santa Barbara,CA,93105,34.4286593,-119.7173255,4.0,312,"Food, Juice Bars & Smoothies, Restaurants, Coffee & Tea, Breakfast & Brunch, Sandwiches",True,,'casual',,,False,True,'average',,True,True,,,'free',False,True,,True,True,,1,True,u'none',False,True,False,False,
33950,8JzURExziDYuCrd7Ve9nDQ,Los Tarascos Bakery and Deli,314 E Haley St,Santa Barbara,CA,93101,34.4202813,-119.6915269,4.5,44,"Delis, Food, Restaurants, Bakeries",True,,'casual',,,False,True,,,True,,,,'no',,,,True,True,,1,True,u'none',True,None,False,False,
33973,6-mMTVEsBAoyXaJxwUULmQ,Sandpiper Liquors,2262 Ortega Hill Rd,Summerland,CA,93067,34.421859937,-119.6011422433,4.0,9,"Food, Beer, Wine & Spirits",True,,,,,,,,,False,,,,,,,,True,,,1,True,,True,,,,
34131,GtrY5U_M1ac3bYCk0DUeIg,Three Pickles Subs and Sandwiches,126 E Canon Perdido St,Santa Barbara,CA,93101,34.4221614,-119.698622,4.5,244,"Food, Restaurants, Delis, Event Planning & Services, Caterers, Sandwiches",None,,u'casual',,,True,True,u'average',,True,,,,u'no',,,,True,True,,1,True,u'beer_and_wine',True,True,False,,
34157,tkTlUEniyD9ucNiIN8JABw,Carpinteria Farmers Market,800 Block Linden Ave,Carpinteria,CA,93013,34.3979578944,-119.5195317822,4.0,5,"Farmers Market, Shopping, Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,
34184,nqsrL6BuIevb285dbdXjjA,Subway,"5801 Calle Real, Ste C",Goleta,CA,93117,34.440601,-119.8268146474,2.5,10,"Restaurants, Sandwiches, Fast Food",True,False,'casual',,,True,True,,,True,,,,,,,,True,True,,1,True,'none',True,False,False,,
34193,sdzD-6O7eKIYgF9WzOuasg,Max's Restaurant & Cucina,3514 State St,Santa Barbara,CA,93105,34.4406445,-119.7387679,4.0,146,"Restaurants, Italian, American (Traditional), Breakfast & Brunch",True,,'casual',,,False,True,u'quiet',,True,,,,u'free',,,,True,True,,2,True,u'beer_and_wine',False,False,True,,
34199,tf6S06LD09IFDHUpOPqPaw,East Beach Tacos,226 S Milpas St,Santa Barbara,CA,93103,34.4188894304,-119.6754104884,4.5,856,"Korean, Restaurants, American (New), Mexican, Tacos, Nightlife, Fast Food, Bars",None,False,'casual',,,True,True,u'loud',False,False,,u'outdoor',,'no',False,True,,True,True,False,2,True,'beer_and_wine',None,True,False,False,
34250,D_WS8rM-DVygaCKbIErZ6Q,Palapa,4123 State St,Santa Barbara,CA,93110,34.440664,-119.760507,4.0,232,"Restaurants, Mexican",True,,'casual',,,True,True,'average',,True,True,,False,u'free',True,,,True,True,,2,True,u'beer_and_wine',True,True,True,True,
34315,DdD7j67fu8kM6DkvY4JCIA,Panaderia Veronica,201 S Milpas St,Santa Barbara,CA,93103,34.4198234014,-119.6761536598,4.5,26,"Restaurants, Bakeries, Food, Mexican",True,,'casual',,,True,True,'quiet',,,,,,'no',,,,False,True,,1,,'none',False,False,False,False,
34316,JjmmSW_QQh2Db4fuIEMATA,Persona Pizzeria,905 State St,Santa Barbara,CA,93101,34.4206088162,-119.7009534396,4.0,624,"Food, Italian, Pizza, Fast Food, Gelato, Chicken Wings, Sandwiches, Salad, Restaurants",True,,u'casual',,False,False,True,u'average',,True,True,,,u'free',True,True,,True,True,,2,True,u'beer_and_wine',True,True,True,False,True
34333,DLTwr11KNMA1hEN7OrkY2A,Mac's Fish and Chip Shop,503 State St,Santa Barbara,CA,93101,34.4168527,-119.6958051,3.5,459,"Seafood, Restaurants, Fish & Chips, British",True,,u'casual',,,True,True,u'average',,False,,,,u'no',,,,True,True,,2,True,u'beer_and_wine',False,False,False,False,
34334,n67s7eDowWHlfhVtCElxGQ,Belcampo Meat Co Restaurant,"38 W Victoria St, Ste 115",Santa Barbara,CA,93101,34.4235962,-119.7066283,4.0,33,"Food, Meat Shops, American (New), Burgers, Breakfast & Brunch, Specialty Food, Restaurants",True,,u'casual',,,False,True,,,,True,,,,,,,True,True,,2,True,'beer_and_wine',False,True,False,False,
34346,wfjqxgLSsLtyzswzQBziSw,Panino,834 Santa Barbara St,Santa Barbara,CA,93101,34.4226944,-119.6979774,4.0,165,"Restaurants, Salad, Soup, Sandwiches, Breakfast & Brunch",True,,'casual',,,True,True,u'quiet',,,,,,u'no',,,,True,True,,2,True,'none',True,True,False,,
34368,JD4yd4N8HCDziaJKJXk2yA,Tori's Oatmeal Lounge,"555 Storke Rd, 3301",Goleta,CA,93117,34.42051005,-119.8706622631,2.5,5,"Cafes, Restaurants",False,,u'casual',,,True,,u'average',,False,,,,'free',,,,True,True,,1,True,'beer_and_wine',False,True,True,True,
34376,OCW1gs6Rjn90_x5EV0PuaA,Fox Wine,120 Santa Barbara St,Santa Barbara,CA,93101,34.4158531,-119.6885284,4.5,69,"Wine Bars, Arts & Entertainment, Wine Tasting Room, Nightlife, Bars, Food, Wineries",False,,,,,False,True,,,False,,,,,,,False,True,False,,2,True,,,False,,,
34388,ZtTfb4M-7A1QdHJlvv-yqg,Zuzu Candies,,Santa Barbara,CA,93101,34.4225705,-119.7054677,5.0,5,"Food, Candy Stores, Chocolatiers & Shops, Specialty Food, Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,
34447,ijU7hEUbD1Nq7KKbi4nyeQ,I Bike Santa Barbara Wine Country Tours,113 Harbor Way,Santa Barbara,CA,93109,34.4037623,-119.6942723,5.0,79,"Hotels & Travel, Wine Tours, Bike tours, Mountain Biking, Bike Rentals, Wineries, Arts & Entertainment, Tours, Food, Fitness & Instruction, Active Life",,,,,,,,,,,,,,,,,,True,True,,,,,,,,,
34536,qvXw3V4_9Pu4E7Qoi7-cKA,Fala Bar,"38 W Victoria St, Ste 108",Santa Barbara,CA,93101,34.4236075,-119.7070539,4.5,70,"Restaurants, Vegan, Gluten-Free, Falafel, Mediterranean, Salad, Sandwiches",True,,,,False,True,,,,True,True,,,u'free',,True,,True,,,2,True,u'beer_and_wine',True,True,False,False,False
34595,5xCKOr0_l0uQpF3av4IgHw,Rori's Artisanal Creamery,751 Linden Ave,Carpinteria,CA,93013,34.3974109,-119.5205811,4.5,65,"Caterers, Event Planning & Services, Ice Cream & Frozen Yogurt, Desserts, Food",True,False,,,False,,,u'average',,True,True,,,u'no',,True,,True,True,,,True,,True,,,,
34710,eCnHSfwrco1Vs3m-iRcavw,Timber's Roadhouse,10 Winchester Canyon Rd,Goleta,CA,93117,34.4330719537,-119.89954919,4.0,30,"Restaurants, American (Traditional), Barbeque, Steakhouses, Sandwiches",True,True,u'casual',,,True,True,u'average',,,,,,,,,,,,,,,u'full_bar',False,True,True,True,
34759,-NXRuUsazxXZZ_OHwmtYtw,Uptown Bar & Lounge,3126 State St,Santa Barbara,CA,93105,34.4406064,-119.7321808,4.0,138,"Lounges, Karaoke, American (New), Mexican, Sports Bars, Tacos, Restaurants, Pizza, Bars, Nightlife, Food, Beer, Wine & Spirits",True,,u'casual',,False,True,True,'loud',False,False,True,u'outdoor',,'free',True,True,,True,False,,2,True,u'full_bar',None,True,True,True,
34791,sk0IM8koYo1o9-k_rpkmxQ,Taqueria Santa Barbara,"1213 State St, Ste A",Santa Barbara,CA,93101,34.4234333,-119.7052658,4.5,95,"Bars, Tacos, Mexican, Food, Beer, Wine & Spirits, Beer Bar, Nightlife, Restaurants",True,,,,False,True,,,,False,True,u'no',False,u'free',True,,,True,,False,,True,u'beer_and_wine',True,True,False,False,
34823,cQDwJjslebJv5Co7gCm2Yw,Cafe Ana,1201 Anacapa St,Santa Barbara,CA,93101,34.4243818,-119.7035713,4.0,91,"Donuts, Wine Bars, Bars, Breakfast & Brunch, Bakeries, American (New), Nightlife, Food, Coffee & Tea, Restaurants, Cafes",True,,,,,False,,u'average',False,,True,u'no',,,True,,False,True,,,2,True,u'beer_and_wine',True,True,True,True,
34861,-wG5DQxGlSog4ynKrRdQMQ,Goodland Kitchen,231 S Magnolia Ave,Goleta,CA,93117,34.4354294,-119.8280355,3.5,110,"Food, Local Services, Farmers Market, Professional Services, American (New), Restaurants, Shopping",True,,u'casual',,,True,True,u'average',,True,,,,u'no',True,,,True,True,,2,True,u'none',True,True,False,False,
34884,EEwmN2uP1PmOyxpTstSIxA,Fernando's Churros,827 E Montecito St,Santa Barbara,CA,93101,34.4243367311,-119.6832437501,4.5,40,"Desserts, Restaurants, Food, Breakfast & Brunch, Delis, Food Trucks",True,,,,,,True,,,True,,,,,,,,True,,,1,False,u'none',True,,False,,
34955,B1mZ8PEh4JYCTElXFVg8kQ,Poe and Co,,Santa Barbara,CA,93108,34.4381407,-119.6151426,4.5,9,"Event Planning & Services, Food Delivery Services, Food, Personal Chefs, Caterers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
35003,k27OsQ3Bwpkr_cZkS2BO2A,Yen Ching Restaurant,2840 De La Vina St,Santa Barbara,CA,93105,34.4376229,-119.7262251,2.5,44,"Buffets, Restaurants, Chinese",True,,u'casual',,,False,True,u'average',,,True,,,'no',,,False,True,True,,2,False,u'beer_and_wine',True,False,True,,
35018,YL50DFkSKhVFyfKZgYQA8Q,Simply Pies,5392 Hollister Ave,Goleta,CA,93111,34.4353633,-119.812315,4.0,58,"Food, Restaurants, Bakeries",,,,,,,,,,,,,,,,,,True,,,2,True,,False,,,,
35136,gAtJa5l8DC_IEBIp7ioTMw,The New Black BBQ,,Santa Barbara,CA,93101,34.4230537385,-119.7108078003,3.5,12,"Barbeque, Street Vendors, Restaurants, Food",True,,u'casual',,,False,True,u'average',,True,,,,u'no',,,,True,True,,2,,u'none',False,True,False,,
35144,EEkCKh3obNA6hE4D4pNUqQ,Sam's To Go,5979 Hollister Ave,Goleta,CA,93117,34.435798,-119.830301,3.5,7,"Restaurants, American (New)",True,,,,,True,False,u'average',,True,,,,u'free',,,,True,,,1,,u'beer_and_wine',True,True,False,,
35180,RXF5ieYJoGhvyjOUpq5XnQ,Kona Ice of Santa Barbara,,Goleta,CA,93118,34.4397622,-119.8301189,5.0,6,"Food, Ice Cream & Frozen Yogurt, Shaved Ice, Desserts, Caterers, Food Trucks, Event Planning & Services",True,,,,False,,,,,True,True,,,'no',,True,,True,,,4,False,'none',True,,,,
35238,uJc9lKaxLNBZch866x4_pA,Marketplace Cafe,17 W Canon Perdido St,Santa Barbara,CA,93101,34.4197102,-119.7009963,4.0,47,"Restaurants, Cafes, Food, American (New), Diners",True,,u'casual',,,True,True,'quiet',,False,,,,'free',,,,True,True,,2,True,'beer_and_wine',False,True,False,,
35276,NVQbihwTELq6r1tckGp7vQ,Avelina Wine Co,"131 Anacapa St, Ste C",Santa Barbara,CA,93101,34.4148777,-119.690279,5.0,8,"Wineries, Food, Arts & Entertainment",,,,,,,,,,,,,,,,,False,True,False,,2,,,,,,,
35293,4uvrTtarN40WJHOtqxszgg,Vons,175 N Fairview Ave,Goleta,CA,93117,34.4424722447,-119.8321280483,3.0,16,"Grocery, Food",,,,,,,,,,,,,,,,,,True,,,2,True,,,,,,
35371,YXKot5TH9MhC4khAn0JC3w,Altamiranos Restaurant,5838 Hollister Ave,Goleta,CA,93117,34.4361173,-119.8275892,4.0,126,"Mexican, Restaurants, Desserts, Food",True,,u'casual',,,True,True,u'quiet',,False,,,,'no',,,,True,True,,1,True,u'beer_and_wine',True,True,False,,
35419,s27GlS3WCN7b4dxTpainrg,Twin Cups,5329 Calle Real,Santa Barbara,CA,93111,34.442915,-119.810269,4.0,7,"Ice Cream & Frozen Yogurt, Coffee & Tea, Food",,,,,,,,,,,,,,u'no',,,,True,,,1,,,,True,,,
35431,FEBwxZMEpxRwVXx9Fm0XZw,Chad's,216 W Cabrillo Blvd,Santa Barbara,CA,93101,34.4099411,-119.6922624,4.0,1268,"Diners, Salad, American (Traditional), Breakfast & Brunch, Restaurants",None,,'casual','yes_free',False,True,True,u'average',,False,True,,,u'free',,True,,True,True,,2,True,u'beer_and_wine',None,True,False,True,False
35439,EvC-VdZwoUToLcjUtcntqQ,Hanamura,901 Embarcadero Del Mar,Isla Vista,CA,93117,34.412861158,-119.8572218791,2.0,14,"Sushi Bars, Japanese, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,
35472,jI9wCmBu77tExISLsVurOQ,Pressed Juicery,506 State St,Santa Barbara,CA,93105,34.4170959,-119.6956769,4.0,16,"Food, Juice Bars & Smoothies",,,,,,,,,,,,,,u'no',,,,True,,,2,,,,,,,
35521,2bxZhBk8JZkJ1GqfTB0cUQ,California Pasta,"811 State St, Ste B",Santa Barbara,CA,93101,34.4195303,-119.7001825,3.5,287,"Caterers, Italian, Food Delivery Services, American (New), Event Planning & Services, Restaurants, Food",True,,'casual',,False,False,False,u'average',,True,,,,u'no',False,,,True,True,,2,True,u'beer_and_wine',True,True,False,,
35558,3yI-WR2x322OvcGVUOSUjg,Chevron,401 W Montecito St,Santa Barbara,CA,93101,34.410332,-119.6973313,2.5,43,"Automotive, Food, Gas Stations, Auto Detailing, Car Wash, Convenience Stores, Food Trucks",False,,,,,,,,,False,,,,u'free',,,,True,,,2,True,,True,,,,
35598,9kfN12wVGnKo54AaRjz0vQ,Guicho's Eatery,901 Linden Ave,Carpinteria,CA,93013,34.3985357,-119.5193015,4.5,179,"Restaurants, Desserts, Sandwiches, Food, Italian",True,False,'casual',,,True,True,u'average',,,,,,'no',,False,,True,True,,2,,,None,True,False,,
35730,UVFrkmNskSRG4pk186-X0A,Blenders In the Grass,5743 Calle Real Dr,Goleta,CA,93117,34.440835,-119.824434,4.5,66,"Juice Bars & Smoothies, Acai Bowls, Vitamins & Supplements, Food, Shopping",True,,,,False,,,,,False,,,,u'no',,False,,True,,,1,True,,True,,,,
35743,aOLFlIQibMg_lT2X4qKM2g,Dean: A Coffee Shop,"6100 Hollister Ave, Unit 1",Goleta,CA,93117,34.4345875014,-119.8356437667,4.5,96,"Food, Coffee Roasteries, Restaurants, Coffee & Tea, Salad, Sandwiches",True,,,,False,,,,,True,True,,,u'free',,True,,True,,,,True,,False,True,,False,
35919,LMm555z8BReDxgkpF_TEug,Park Place Deli,403 W Pueblo St,Santa Barbara,CA,93105,34.4290942,-119.7231075,4.0,9,"Delis, Restaurants, Coffee & Tea, Food, Salad",True,,'casual',,,False,False,u'average',,False,True,,,u'free',,,,True,True,,1,True,,False,True,False,False,
35938,s193M1ymKdtefjhOz90Sjg,Pinkberry,742 State St,Santa Barbara,CA,93101,34.4197642,-119.6993301,3.5,93,"Event Planning & Services, Food, Desserts, Ice Cream & Frozen Yogurt, Caterers",False,,,,,,,,,False,,,,u'no',,,,False,,,1,True,,,,,,
36003,nAZEMdurfbWLxl9dryfgeA,Wake Cup,"901 Embarcadero del Mar, Ste 101",Isla Vista,CA,93117,34.4129239,-119.8573375,3.5,116,"Desserts, Tea Rooms, Food, Juice Bars & Smoothies, Taiwanese, Chicken Wings, Bubble Tea, Hong Kong Style Cafe, Specialty Food, Coffee & Tea, Restaurants",True,,'casual',,False,False,True,u'average',,True,True,,,u'free',,True,False,True,True,,1,True,'none',None,True,False,,
36038,lNECraPTMtUPDJPjmF0tVA,Crocodile Restaurant & Bar,2819 State St,Santa Barbara,CA,93105,34.438204,-119.725019,4.0,119,"Hotels & Travel, Event Planning & Services, American (New), Italian, Hotels, Restaurants, Pizza, Breakfast & Brunch, Bars, Nightlife",True,,u'casual',,,True,True,u'average',,False,,,,u'free',True,,,True,True,,2,True,u'full_bar',True,True,True,,
